,序号,姓名,所属公司,现任基金,累计从业时间,现任基金最佳回报,现任基金资产总规模
135,36,柴文婷,天弘基金,"天弘稳利定期开放A,天弘稳利定期开放B,天弘策略精选混合A,天弘策略精选混合C,天弘弘新混合发起式,天弘鑫利三年定开,天弘鑫意39个月定开债,天弘季季兴三个月定开A,天弘季季兴三个月定开C,天弘纯享一年定开,天弘兴享一年定开,天弘安利短债A,天弘安利短债C",1438,19.28,251.47
136,37,陈伟彦,华夏基金,"华夏大盘精选混合,华夏新活力混合A,华夏新活力混合C,华夏新锦程混合A,华夏新锦程混合C,华夏圆和混合,华夏新锦顺混合A,华夏新锦顺混合C,华夏新锦汇混合A,华夏新锦汇混合C",1946,112.40,95.53
137,38,储雯玉,长城基金,长城久恒灵活配置混合,2138,32.37,0.94
138,39,陈文扬,东方红资产管理,"东方红颐和稳健养老两年(FOF),东方红颐和平衡养老三年(FOF),东方红颐和积极养老五年(FOF),东方红欣和平衡两年混合(FOF)",280,14.63,47.85
139,40,陈晓,太平基金,"太平睿盈混合A,太平睿盈混合C,太平丰和一年定开债券发起式,太平睿安混合A,太平睿安混合C,太平丰盈一年定开债券发起式",2451,26.76,80.64
140,41,陈昕,华宝基金,"华宝现金宝货币E,华宝现金添益B,华宝浮动净值货币,华宝现金宝货币A,华宝现金宝货币B,华宝现金添益A",3411,39.21,1788.22
141,42,蔡晓,民生加银基金,"民生加银研究精选混合,民生加银量化中国混合,民生加银中证港股通指数A,民生加银中证港股通指数C,民生加银聚利6个月混合A,民生加银聚利6个月混合C,民生中证内地资源主题指数C,民生中证内地资源主题指数A",1900,86.30,21.08
142,43,成曦,易方达基金,"易方达深证100ETF联接C,易方达创业板ETF联接C,易方达恒生国企ETF联接C,易方达科创板50ETF联接A,易方达科创板50ETF联接C,易方达深证100ETF联接A,易方达创业板ETF联接A,易方达恒生国企ETF联接A,易方达恒生国企ETF联接现汇A,易方达恒生国企ETF联接现钞A,易方达深证100ETF,易方达创业板ETF,易方达恒生国企ETF,易方达中证香港证券投资ETF,易方达中证创新药产业ETF,易方达上证科创板50成份ETF",1776,101.75,581.48
143,44,陈旭,上银基金,"上银中证500指数增强型A,上银中证500指数增强型C,上银核心成长混合A,上银核心成长混合C",713,0.06,3.70
144,45,陈欣,汇安基金,"汇安丰益混合A,汇安丰益混合C,汇安多因子混合A,汇安多因子混合C,汇安核心资产混合A,汇安核心资产混合C,汇安核心价值混合A,汇安核心价值混合C,汇安上证证券ETF",1093,93.30,36.82
145,46,陈星,中海基金,中海魅力长三角混合,250,7.20,0.69
146,47,陈曦,博时基金,博时睿利事件驱动(LOF),141,15.19,1.38
147,48,陈旭,兴业基金,"兴业医疗保健混合A,兴业医疗保健混合C",10,-0.06,10.93
148,49,陈学林,中银基金,中银标普全球资源等权重指数,2921,38.20,0.23
149,50,陈小鹭,工银瑞信基金,"工银国家战略股票,工银产业升级股票A,工银产业升级股票C,工银优选对冲灵活配置混合发起A,工银优选对冲灵活配置混合发起C",1638,131.72,5.79
150,1,陈璇淼,鹏华基金,"鹏华外延成长混合,鹏华优势企业,鹏华价值成长混合,鹏华远见回报三年持有混合,鹏华优质治理混合(LOF)",1815,205.05,136.88
151,2,陈希希,财通资管,"财通资管鑫管家货币A,财通资管鑫管家货币B,财通资管鸿达纯债A,财通资管鸿达纯债C,财通鸿睿12个月定开债A,财通鸿睿12个月定开债C,财通资管鸿达纯债E,财通资管鸿达纯债I",1099,14.35,167.80
152,3,蔡向阳,华夏基金,"华夏回报混合A,华夏回报二号混合,华夏稳盛灵活配置混合,华夏常阳三年定开混合,华夏兴阳一年持有混合,华夏睿阳一年持有混合,华夏安阳6个月持有期混合A,华夏安阳6个月持有期混合C,华夏翔阳两年定开混合",2486,178.99,605.80
153,4,陈薪羽,中融基金,"中融量化智选混合A,中融量化智选混合C,中融智选红利股票A,中融智选红利股票C,中融央视财经50ETF联接A,中融央视财经50ETF联接C,中融中证500ETF联接A,中融中证500ETF联接C,中融央视财经50ETF,中融中证500ETF",595,50.63,2.76
154,5,程星烨,建信基金,建信新兴市场混合(QDII),463,10.85,0.22
155,6,常逍遥,嘉实基金,"嘉实稳泽纯债债券,嘉实中债1-3政金债指数A,嘉实中债1-3政金债指数C,嘉实致禄3个月定期纯债债券,嘉实致益纯债债券",72,0.34,79.08
156,7,崔莹,华安基金,"华安沪港深外延增长混合,华安幸福生活混合,华安汇嘉精选混合A,华安汇嘉精选混合C,华安创新混合,华安逆向策略混合",2100,319.43,198.16
157,8,陈宇,兴证全球基金,"兴全精选混合,兴全合兴两年封闭运作混合(LOF)A",2032,150.84,129.49
158,9,常远,永赢基金,"永赢消费主题A,永赢消费主题C,永赢稳健增长一年持有混合,永赢稳健增利18个月持有混合",1529,113.75,32.64
159,10,陈颖,金鹰基金,"金鹰技术领先灵活配置混合C,金鹰周期优选混合,金鹰中小盘精选混合,金鹰红利价值混合,金鹰技术领先灵活配置混合A,金鹰核心资源混合",2107,54.89,16.73
160,11,程彧,汇丰晋信基金,"汇丰晋信沪港深A,汇丰晋信沪港深C,汇丰晋信港股通双核策略混合",1589,104.78,17.45
161,12,陈怡,泰康资产,"泰康新回报灵活配置混合A,泰康新回报灵活配置混合C,泰康安泰回报混合,泰康丰盈债券,泰康金泰3月定开混合,泰康弘实3月定开混合,泰康裕泰债券A,泰康裕泰债券C,泰康申润一年持有期混合A,泰康申润一年持有期混合C",1429,99.23,97.23
162,13,陈瑶,天弘基金,"天弘沪深300ETF联接A,天弘中证500ETF联接A,天弘上证50指数A,天弘上证50指数C,天弘中证证券保险A,天弘中证证券保险C,天弘中证银行ETF联接A,天弘中证银行ETF联接C,天弘沪深300ETF联接C,天弘中证500ETF联接C,天弘中证红利低波动100A,天弘中证红利低波动100C,天弘国证A50指数A,天弘国证A50指数C,天弘中证智能汽车指数发起式A,天弘中证智能汽车指数发起式C,天弘创业板300指数型发起式A,天弘创业板300指数型发起式C,天弘中证500ETF,天弘中证全指证券公司ETF,天弘中证银行ETF,天弘沪深300ETF",1130,43.16,328.12
163,14,陈媛,华安基金,"华安生态优先混合,华安优质生活混合,华安新兴消费混合A,华安新兴消费混合C,华安宝利配置混合",1116,149.90,187.26
164,15,陈莹,景顺长城基金,"景顺长城稳健回报混合A,景顺长城稳健回报混合C,景顺长城安享回报混合A,景顺长城安享回报混合C,景顺长城顺益回报混合A,景顺长城顺益回报混合C,景顺长城泰安回报混合A,景顺长城泰安回报混合C,景顺长城泰申回报混合",251,9.86,35.61
165,16,蔡宇滨,诺安基金,"诺安低碳经济股票A,诺安低碳经济股票C,诺安策略精选股票",1185,96.55,6.15
166,17,陈一峰,安信基金,"安信价值精选股票,安信消费医药股票,安信新成长混合A,安信新成长混合C,安信价值回报三年持有混合A,安信价值回报三年持有混合C,安信价值发现两年定开混合(LOF)",2523,374.90,93.05
167,18,蔡宇飞,博远基金,"博远双债增利混合A,博远双债增利混合C",337,-0.35,0.28
168,19,陈亚芳,浙商基金,"浙商丰利增强债券,浙商惠泉3个月定开债A,浙商惠泉3个月定开债C,浙商智多兴稳健回报一年持有混合A,浙商智多兴稳健回报一年持有混合C,浙商智多宝稳健一年持有期A,浙商智多宝稳健一年持有期C,浙商智多益稳健一年持有期混合A,浙商智多益稳健一年持有期混合C",140,10.59,21.55
169,20,褚艳辉,浦银安盛基金,"浦银安恒回报定开混合A,浦银安恒回报定开混合C,浦银安盛安久回报定开混合A,浦银安盛安久回报定开混合C,浦银安盛环保新能源A,浦银安盛环保新能源C,浦银安盛经济带崛起混合C,浦银安盛安远回报一年混合A,浦银安盛安远回报一年混合C,浦银安盛科创三年封闭混合,浦银安盛科技创新一年定开混合A,浦银安盛科技创新一年定开混合C,浦银安盛盛世精选混合A,浦银安盛经济带崛起混合,浦银安盛盛世精选混合C",2457,117.60,29.89
170,21,蔡耀华,富国基金,"富国新趋势灵活配置混合A,富国新趋势灵活配置混合C",1553,13.11,5.67
171,22,陈圆明,上投摩根基金,"上投摩根安隆回报A,上投摩根安隆回报C,上投安裕回报A,上投安裕回报C,上投安享回报一年持有债,上投摩根强化回报债券A,上投摩根强化回报债券B",706,29.78,65.39
172,23,陈轶平,海富通基金,"海富通恒丰定开债券,海富通弘丰定开债券,海富通上清所短融债券A,海富通上清所短融债券C,海富通添鑫收益债券C,海富通添鑫收益债券A,海富通上证5年期ETF,海富通上证投资级可转债ETF,海富通上证城投债ETF,海富通上证10年期ETF,海富通稳固收益债券,海富通瑞利债券",2758,31.25,121.53
173,24,陈衍鹏,诺安基金,诺安益鑫灵活配置混合,251,-4.78,0.36
174,25,常亚桥,华夏基金,华夏新时代混合(QDII),1023,117.42,1.37
175,26,陈宇庭,广发基金,"广发对冲套利定期开放混合,广发量化多因子混合",316,48.80,27.43
176,27,陈奕雯,万家基金,"万家恒瑞18个月定开债A,万家恒瑞18个月定开债C,万家鑫安纯债债券A,万家鑫安纯债债券C,万家鑫丰纯债A,万家鑫丰纯债C,万家安弘纯债一年定开债A,万家安弘纯债一年定开债C,万家民安增利12个月定开债A,万家民安增利12个月定开债C,万家家享中短债C,万家家享中短债E,万家强化收益定开债,万家颐达灵活配置混合,万家家享中短债A",756,22.07,175.33
177,28,成雨轩,中欧基金,"中欧时代智慧混合A,中欧时代智慧混合C,中欧远见两年定开混合C,中欧远见两年定开混合A",656,162.27,70.05
178,29,蔡奕奕,南方基金,"南方薪金宝货币,南方理财金交易型货币A,南方天天利货币A,南方天天利货币B,南方天天宝货币A,南方天天宝货币B,南方天天利货币E,南方理财金交易型货币E,南方理财金交易型货币H",2913,15.92,1372.33
179,30,陈叶雁南,嘉实基金,"嘉实互通精选股票,嘉实海外中国股票混合",757,42.11,44.30
180,31,陈樱子,广发基金,"广发品牌消费股票发起式A,广发品牌消费股票发起式C",225,11.73,5.56
181,32,常蓁,嘉实基金,"嘉实消费精选股票A,嘉实消费精选股票C,嘉实回报精选股票,嘉实品质回报混合,嘉实匠心回报混合A,嘉实匠心回报混合C,嘉实服务增值行业混合,嘉实回报混合,嘉实优化红利混合",2198,197.08,157.62
182,33,程洲,国泰基金,"国泰聚信价值优势混合A,国泰聚信价值优势混合C,国泰大农业股票,国泰聚优价值灵活配置混合A,国泰聚优价值灵活配置混合C,国泰聚利价值定开混合,国泰鑫睿混合,国泰大制造两年持有期混合,国泰鑫利一年持有期混合A,国泰鑫利一年持有期混合C,国泰通利9个月持有期混合A,国泰通利9个月持有期混合C,国泰金牛创新成长混合",4732,362.68,226.54
183,34,蔡铮,交银施罗德基金,"交银创业板50指数A,交银创业板50指数C,交银深证300价值ETF,交银新能源指数(LOF),交银中证海外中国互联网指数,交银中证环境治理(LOF),交银上证180公司治理ETF,交银上证180公司治理联接,交银深证300价值ETF联接",3003,173.96,43.62
184,35,程卓,博时基金,"博时裕盈3个月定开债,博时安誉18个月定开债,博时安泰18个月定开债A,博时安泰18个月定开债C,博时景兴纯债债券,博时裕顺纯债债券,博时智臻纯债债券,博时安祺6个月定开债A,博时安祺6个月定开债C,博时安诚3个月定开债A,博时安诚3个月定开债C,博时臻选纯债债券,博时富诚纯债债券,博时鑫润混合A,博时鑫润混合C,博时民泽纯债债券,博时富嘉纯债债券,博时富元纯债债券,博时安丰18个月定开债A,博时安丰18个月定开债C",1680,21.74,131.92
185,36,陈孜铎,交银施罗德基金,交银稳健配置混合A,2339,38.71,33.44
186,37,曹治国,浦银安盛基金,"浦银安盛日日丰货币A,浦银安盛日日丰货币B,浦银安盛日日丰货币D,浦银安盛盛熙一年定开债券,浦银安盛盛晖一年定开债券,浦银安盛普庆纯债债券A,浦银安盛普庆纯债债券C,浦银安盛普天纯债债券A,浦银安盛普天纯债债券C,浦银安盛盛毅一年定开债券,浦银安盛盛智一年定开债券,浦银安盛日日盈货币A,浦银安盛日日盈货币B,浦银安盛日日盈货币D",748,5.52,763.04
187,38,陈志华,国泰基金,"国泰双利债券A,国泰双利债券C",1669,-0.64,3.96
188,39,曹紫建,长江证券(上海),"长江汇聚量化多因子,长江量化匠心甄选A,长江量化匠心甄选C,长江量化消费精选股票A,长江量化消费精选股票C",1057,36.05,2.15
189,40,陈甄璞,广发基金,"广发对冲套利定期开放混合,广发东财大数据混合",1778,8.95,27.51
190,41,蔡志鹏,东方红资产管理,东方红创新趋势混合,3,0.00,45.20
191,42,曹张琪,中银证券,"中银证券汇兴定期开放债券,中银证券安沛债券A,中银证券安沛债券C,中银证券安汇三年定开债",309,2.19,92.30
192,43,蔡志伟,融通基金,"融通创业板指数C,融通巨潮100指数C,融通深证成份指数C,融通创业板ETF,融通巨潮100指数A(LOF),融通深证成份指数A,融通创业板指数A",2227,86.54,21.20
193,44,陈钟闻,鹏扬基金,"鹏扬利泽债券A,鹏扬利泽债券C,鹏扬淳优一年定期开放债,鹏扬淳利定期开放债券,鹏扬利沣短债A,鹏扬利沣短债C,鹏扬利沣短债E,鹏扬淳开债券A,鹏扬淳开债券C,鹏扬淳盈6个月定开债A,鹏扬淳盈6个月定开债C,鹏扬浦利中短债A,鹏扬浦利中短债C,鹏扬淳安66个月定开债A,鹏扬淳安66个月定开债C,鹏扬淳稳66个月定开债A,鹏扬淳稳66个月定开债C",1316,16.02,241.19
194,45,蔡志文,汇添富基金,"汇添富外延增长股票A,汇添富外延增长股票C",470,66.96,30.50
195,46,陈正宪,嘉实基金,"嘉实中证500ETF联接A,嘉实港股通新经济指数C,嘉实沪深300红利低波动ETF联接A,嘉实沪深300红利低波动ETF联接C,嘉实中证500ETF联接C,嘉实沪深300ETF,嘉实中证500ETF,嘉实沪深300ETF联接A,嘉实基本面50指数(LOF)A,嘉实黄金,嘉实沪深300ETF联接C,嘉实基本面50指数(LOF)C,嘉实港股通新经济指数A,嘉实中证锐联基本面ETF,嘉实沪深300红利低波动ETF,嘉实中证500成长估值ETF",1899,69.58,480.40
196,47,操昭煦,泓德基金,泓德瑞兴三年持有期混合,73,-0.13,73.86
197,48,陈振宇,安信基金,"安信比较优势混合,安信价值成长混合A,安信价值成长混合C",1667,64.74,6.88
198,49,邓彬彬,鹏扬基金,"鹏扬景泰成长混合A,鹏扬景泰成长混合C,鹏扬核心价值灵活配置A,鹏扬核心价值灵活配置C,鹏扬景恒六个月持有混合A,鹏扬景恒六个月持有混合C,鹏扬先进制造混合A,鹏扬先进制造混合C",1285,49.48,69.57
199,50,段博卿,长信基金,"长信稳鑫三个月定开债发起式,长信利率C,长信利率A,长信利息收益货币B,长信利息收益货币A",475,3.12,264.37
